conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,enseignant-chercheur en sciences des aliments/enseignante-chercheuse en sciences des aliments,released,enseignante-chercheuse en sciences des aliments | enseignant-chercheur en sciences des aliments,"Les enseignants-chercheurs en sciences des aliments/enseignantes-chercheuses en sciences des aliments sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, les sciences des aliments, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les pratiques de laboratoire, ainsi que les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, les sciences des aliments, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,économiste,released,spécialiste d'économie politique,"Les économistes effectuent des recherches et développent des théories dans le domaine de l’économie, qu’il s’agisse d’analyses microéconomiques ou macroéconomiques. Ils étudient les tendances, analysent les données statistiques et, dans une certaine mesure, travaillent avec des modèles économiques mathématiques afin de conseiller les entreprises, les gouvernements et les institutions liées. Ils fournissent des conseils sur la faisabilité des produits, les prévisions de tendance, les marchés émergents, les politiques fiscales et les tendances des consommateurs.",http://data.europa.eu/esco/isco/C2631,Économistes
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,enseignant-chercheur en littérature/enseignante-chercheuse en littérature,released,enseignante-chercheuse en littérature comparée | enseignante-chercheuse en littérature | enseignant-chercheur en littérature comparée | enseignant-chercheur en littérature comparée/enseignante-chercheuse en littérature comparée | enseignant-chercheur en littérature,"Les enseignants-chercheurs en littérature/enseignantes-chercheuses en littérature sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la littérature, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, la littérature, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,médecin spécialiste,released,,"Les médecins spécialistes préviennent, diagnostiquent et traitent les maladies selon leur spécialité médicale ou chirurgicale.",http://data.europa.eu/esco/isco/C2212,Médecins spécialistes
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,enseignant-chercheur en histoire/enseignante-chercheuse en histoire,released,enseignant-chercheur en histoire | enseignante-chercheuse en histoire,"Les enseignants-chercheurs en histoire/enseignantes-chercheuses en histoire sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, l’histoire, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, l’histoire, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,conservateur du patrimoine/conservatrice du patrimoine,released,archéologue | conservatrice du patrimoine | archiviste | conservateur du patrimoine,"Les scientifiques de musée effectuent et/ou gèrent des travaux de conservation, de préparation et de bureau dans des musées généraux, des jardins botaniques, des galeries d’art, des collections artistiques fines, des aquariums ou des zones similaires. Ils/elles gèrent les collections de matériel naturel, historique et anthropologique à vocation éducative, scientifique ou esthétique.
	",http://data.europa.eu/esco/isco/C2621,Archivistes paléographes et conservateurs de musée
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,microbiologiste,released,bactériologiste | ingénieur de recherche en microbiologie | ingénieur de recherche en microbiologie/ingénieure de recherche en microbiologie | chercheur en microbiologie/chercheuse en microbiologie | chercheuse en microbiologie | ingénieure de recherche en microbiologie | virologue | chercheur en microbiologie,"Les microbiologistes étudient et recherchent les formes de vie, les caractéristiques et les processus des organismes microscopiques. Ils/elles étudient des microorganismes tels que les bactéries, les protozoaires, les champignons, etc., afin de diagnostiquer et de neutraliser les effets que ces micro-organismes pourraient avoir sur les animaux, sur l’environnement, dans l’industrie alimentaire ou dans le secteur des soins de santé.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologiste
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,linguiste,released,,"Les langues d’étude des langues étudiées scientifiquement. Ils maîtrisent les langues et peuvent les interpréter en fonction de leurs caractéristiques grammaticales, sémantiques et phonétiques. Ils étudient l’évolution des langues et la manière dont elles sont utilisées par les sociétés.",http://data.europa.eu/esco/isco/C2643,"Traducteurs, interprètes et linguistes"
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,ingénieur mécatronicien/ingénieure mécatronicienne,released,mécatronicienne | ingénieur mécatronicien | ingénieure mécatronicienne | mécatronicien/mécatronicienne | mécatronicien,"Les ingénieurs mécatroniciens/ingénieures mécatroniciennes conçoivent et développent des systèmes intelligents, tels que des dispositifs robotiques, des appareils de domotique et des avions, en combinant les technologies du génie mécanique, de l’électronique, de l’informatique et des systèmes de commande. Ils/elles créent des plans directeurs ou des documents de conception pour les pièces, assemblages ou produits finis à l’aide de logiciels, et supervisent et gèrent également des projets.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,ingénieur mécanicien/ingénieure mécanicienne
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,ingénieur opticien/ingénieure opticienne,released,ingénieure en optique | ingénieur en optique/ingénieure en optique | ingénieure opticienne | ingénieur en optique | ingénieur opticien,"Les ingénieurs opticiens/ingénieures opticiennes conçoivent et développent différentes applications industrielles avec l’optique. Ils/elles possèdent une connaissance de la lumière, des principes de transmission de la lumière et de l’optique pour concevoir des spécifications techniques d’équipements tels que des microscopes, des verres, des télescopes et d’autres dispositifs optiques.",http://data.europa.eu/esco/isco/C2149,"Spécialistes, sciences techniques non classés ailleurs"
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statisticien/statisticienne,released,chargé d’études statistiques/chargée d’études statistiques | chargé d’études statistiques | chargée d'études statistiques | statisticienne | statisticien,"Les statisticiens/statisticiennes collectent, présentent sous forme de tableau et, surtout, analysent des informations quantitatives provenant d’un vaste éventail de domaines. Ils/elles interprètent et analysent des études statistiques sur des domaines tels que la santé, la démographie, la finance, les affaires, etc., et fournissent des conseils sur la base de modèles et des analyses réalisées.",http://data.europa.eu/esco/isco/C2120,"Mathématiciens, actuaires et statisticiens"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,anthropologue,released,ethnographe | ethnologue,"Anthropologues recherche tous les aspects de la vie se rapportant à l’être humain. Ils étudient les différentes civilisations qui existaient le long de l’époque et leurs modes d’organisation. Ils tentent d’analyser les aspects physiques, sociétaux, linguistiques, politiques, économiques, philosophiques et culturels de différentes personnes. L’objectif de leurs études est de comprendre et de décrire le passé de l’humanité et de résoudre les problèmes d’actualité de la société. Ils explorent différentes perspectives, telles que l’anthropologie philosophique.",http://data.europa.eu/esco/isco/C2632,"Sociologues, anthropologues et assimilés"
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,enseignant-chercheur en philosophie/enseignante-chercheuse en philosophie,released,enseignante-chercheuse en philosophie | enseignant-chercheur en philosophie politique/enseignante-chercheuse en philosophie politique | enseignant-chercheur en philosophie | enseignante-chercheuse en philosophie politique | enseignant-chercheur en philosophie politique,"Les enseignants-chercheurs en philosophie/enseignantes-chercheuses en philosophie sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la philosophie, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, la philosophie, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,ingénieur optomécanique/ingénieure optomécanique,released,ingénieur en optomécanique/ingénieure en optomécanique | ingénieur opto-mécanique | ingénieur optomécanique | ingénieur opto-mécanique/ingénieure opto-mécanique | ingénieur en optomécanique | ingénieure optomécanique | ingénieure opto-mécanique | ingénieure en optomécanique,"Les ingénieurs optomécaniques/ingénieures optomécaniques conçoivent et développent des systèmes, des dispositifs et des composants optomécaniques, tels que des miroirs optiques et des supports optiques. Le génie optomécanique associe génie optique et génie mécanique dans la conception de ces systèmes et dispositifs. Ils/elles mènent des recherches, effectuent des analyses, testent les dispositifs et supervisent la recherche.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,ingénieur mécanicien/ingénieure mécanicienne
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,biométricien/biométricienne,released,biométricienne | biométricien | biométriste,"Les biométriciens/biométriciennes réalisent des recherches dans le domaine de la biométrie. Ils/elles mènent des projets de recherche statistique ou biologique en mesurant les empreintes digitales, les rétines et les formes humaines pour des applications médicales ou industrielles.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statisticien/statisticienne
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,ingénieur en énergie/ingénieure en énergie,released,ingénieur d’études en efficacité énergétique/ingénieure d’études en efficacité énergétique | ingénieur énergie | ingénieur en énergie | ingénieur énergie/ingénieure énergie | ingénieur d’études en efficacité énergétique | ingénieure en énergie | ingénieure d’études en efficacité énergétique | ingénieure énergie | ingénieur en génie thermique et énergétique/ingénieure en génie thermique et énergétique | ingénieur en génie thermique et énergétique | ingénieure en génie thermique et énergétique,"Les ingénieurs en énergie/ingénieures en énergie conçoivent des manières nouvelles, efficaces et propres de production, transformation et distribution de l’énergie afin d’améliorer la viabilité environnementale et l’efficacité énergétique. Ils/elles extraient l’énergie de ressources naturelles, telles que le pétrole ou le gaz, ou de sources renouvelables et durables, telles que l’énergie éolienne ou solaire. ",http://data.europa.eu/esco/isco/C2149,"Spécialistes, sciences techniques non classés ailleurs"
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,maître de conférences des universités-praticien hospitalier de médecine/maîtresse de conférences des universités-praticienne hospitalière de médecine,released,maître de conférences des universités-praticien hospitalier de médecine | maîtresse de conférences des universités-praticienne hospitalière de médecine,"Les maîtres de conférences des universités-praticiens hospitaliers de médecine/maîtresses de conférences des universités-praticiennes hospitalières de médecine sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la médecine, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils préparent les conférences et les examens, notent les communications et les examens, animent les pratiques de laboratoire, ainsi que les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine spécialisé respectif, la médecine, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,immunologiste,released,immunologue,"Les immunologistes effectuent des recherches sur le système immunitaire des organismes vivants (corps humain, par exemple) et sur la manière dont il réagit aux infections externes ou aux agents nocifs invasifs (par exemple, virus, bactéries, parasites). Ils/elles axent leur étude sur les maladies qui affectent l’immunologie des organismes vivants afin de les classer en vue d’un traitement.",http://data.europa.eu/esco/isco/C2131,"Biologistes, botanistes, zoologistes et assimilés"
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,enseignant-chercheur en droit/enseignante-chercheuse en droit,released,enseignante-chercheuse en droit | enseignant-chercheur en droit,"Les enseignants-chercheurs en droit/enseignantes-chercheuses en droit sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, le droit, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, le droit, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,épidémiologiste,released,,Les épidémiologistes axent leurs recherches sur l’origine et les causes de l’apparition d’une maladie chez les êtres humains. Ils/elles déterminent la façon dont les maladies se propagent et proposent des mesures de prévention des risques aux organismes de santé.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologiste
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,sismologue,released,,"Les sismologues étudient la circulation des plaques tectoniques de la Terre qui provoquent la propagation des ondes sismiques et des tremblements de terre. Ils/elles étudient et observent les différentes sources à l’origine de tremblements de terre telles que l’activité volcanique, les phénomènes atmosphériques ou le comportement des océans. Ils/elles présentent leurs observations scientifiques afin de prévenir les dangers pour la construction et les infrastructures.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,géologue
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,géographe,released,,"Les géographes sont des universitaires qui étudient la géographie humaine et physique. En fonction de leur spécialisation, ils étudient les aspects politiques, économiques et culturels de l’humanité qui sont contenus dans la géographie humaine. En outre, ils étudient les formations, les sols, les frontières naturelles et les flux d’eau en géographie physique.",http://data.europa.eu/esco/isco/C2632,"Sociologues, anthropologues et assimilés"
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,ingénieur en automatismes/ingénieure en automatismes,released,ingénieure en automatismes | ingénieur automaticien | ingénieure conceptrice mécatronicienne | ingénieur concepteur mécatronicien | ingénieur automaticien/ingénieure automaticienne | ingénieur concepteur mécatronicien/ingénieure conceptrice mécatronicienne | ingénieure en mécatronique | ingénieur en mécatronique | ingénieur en automatismes | ingénieure automaticienne | ingénieur en mécatronique/ingénieure en mécatronique,"Les ingénieurs en automatismes/ingénieures en automatismes étudient, conçoivent et mettent au point des applications et des systèmes d’automatisation des processus de production. Ils/elles mettent en œuvre la technologie et réduisent, le cas échéant, les moyens humains pour atteindre le plein potentiel de la robotique industrielle. Les ingénieurs en automatismes/ingénieures en automatismes supervisent le processus et veillent à ce que tous les systèmes fonctionnent en toute sécurité et sans heurts.",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,ingénieur de production/ingénieure de production
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,cosmologiste,released,cosmologue,"Les cosmologistes étudient l’univers dans son ensemble, à savoir son origine, son évolution et son devenir ultime. Ils/elles utilisent des outils et des instruments scientifiques pour observer et étudier d’autres galaxies et objets astronomiques tels que des étoiles, des trous noirs, des planètes et autres corps célestes.",http://data.europa.eu/esco/isco/C2111,Physiciens et astronomes
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,enseignant-chercheur en langues étrangères/enseignante-chercheuse en langues étrangères,released,enseignant-chercheur en langues étrangères appliquées | enseignante-chercheuse en langues étrangères appliquées | lecteur de langues dans l’enseignement supérieur/lectrice de langues dans l’enseignement supérieur | enseignante-chercheuse en langues étrangères | maître de langues dans l’enseignement supérieur | lectrice de langues dans l’enseignement supérieur | enseignant-chercheur en langues étrangères | lecteur de langues dans l’enseignement supérieur | maîtresse de langues dans l’enseignement supérieur | enseignant-chercheur en langues étrangères appliquées/enseignante-chercheuse en langues étrangères appliquées | maître de langues dans l’enseignement supérieur/maîtresse de langues dans l’enseignement supérieur,"Les enseignants-chercheurs en langues étrangères/enseignantes-chercheuses en langues étrangères sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, les langues étrangères, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, les langues étrangères, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,philosophe,released,,"L’étude et l’argumentation des philosophes sur des problèmes généraux et structurels liés à la société, aux humains et aux particuliers. Ils ont des capacités rationnelles et argumentées bien développées pour engager des discussions sur l’existence, les systèmes de valeur, les connaissances ou la réalité. Ils réapparaissent à la logique de la discussion, qui mène à des niveaux d’intensité et d’abstraction.",http://data.europa.eu/esco/isco/C2633,"Philosophes, historiens et spécialistes des sciences politiques"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,enseignant-chercheur en archéologie/enseignante-chercheuse en archéologie,released,enseignant-chercheur en archéologie | enseignante-chercheuse en archéologie,"Les enseignants-chercheurs en archéologie/enseignantes-chercheuses en archéologie sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, l’archéologie, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, l’archéologie, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,scientifique agricole,released,ingénieure agronome | ingénieur agronome | ingénieur agronome/ingénieure agronome | agronome,"Les scientifiques agricoles effectuent des recherches et des études sur les sols, les animaux et les plantes dans le but d’améliorer les processus agricoles, la qualité des produits agricoles ou l’impact des processus agricoles sur l’environnement. Ils/elles planifient et mettent en œuvre des projets tels que des projets de développement pour le compte de clients ou d’institutions.",http://data.europa.eu/esco/isco/C2132,Agronomes et assimilés
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,assistant enseignant-chercheur/assistante enseignante-chercheuse,released,enseignante-chercheuse doctorante | enseignant-chercheur associé | enseignante-chercheuse assistante | assistante enseignante-chercheuse | attaché temporaire d’enseignement et de recherche/attachée temporaire d’enseignement et de recherche | enseignante-chercheuse associée | enseignant-chercheur assistant/enseignante-chercheuse assistante | enseignant-chercheur associé/enseignante-chercheuse associée | enseignant-chercheur doctorant | enseignant-chercheur assistant | enseignant-chercheur doctorant/enseignante-chercheuse doctorante | attachée temporaire d’enseignement et de recherche | attaché temporaire d’enseignement et de recherche | assistant enseignant-chercheur,"Les assistants enseignants-chercheurs/assistantes enseignantes-chercheuses partagent la charge de travail universitaire des professeurs d’université ou d’enseignement supérieur, en particulier en matière de conférences destinées aux étudiants. Ils/elles préparent et dispensent les cours, et rencontrent des étudiants en privé à des fins d’évaluation. Ils/elles associent également leurs activités d’enseignement et d’autres fonctions universitaires avec leurs propres recherches dans leur domaine d’étude. Les assistants enseignants-chercheurs/assistantes enseignantes-chercheuses occupent un poste à temps plein et travaillent de manière autonome, contrairement à ce que peut laisser supposer la connotation subalterne associée à leur titre professionnel.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,enseignant-chercheur en informatique/enseignante-chercheuse en informatique,released,enseignante-chercheuse en informatique | enseignant-chercheur en informatique,"Les enseignants-chercheurs en informatique/enseignantes-chercheuses en informatique sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, l’informatique, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, l’informatique, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,enseignant-chercheur en linguistique/enseignante-chercheuse en linguistique,released,enseignant-chercheur en linguistique | enseignante-chercheuse en linguistique,"Les enseignants-chercheurs en linguistique/enseignantes-chercheuses en linguistique sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la linguistique, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, la linguistique, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,enseignant-chercheur en science politique/enseignante-chercheuse en science politique,released,enseignante-chercheuse en sciences politiques | enseignant-chercheur en sciences politiques/enseignante-chercheuse en sciences politiques | enseignante-chercheuse en science politique | enseignant-chercheur en sciences politiques | enseignant-chercheur en science politique,"Les enseignants-chercheurs en science politique/enseignantes-chercheuses en science politique sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la science politique, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, la science politique, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,géologue,released,,"Les géologues mènent des recherches sur les matériaux qui constituent la terre. Leurs observations dépendent de la finalité de la recherche. En fonction de leur spécialisation, les géologues étudient la manière dont la Terre a été façonnée au fil du temps, ses couches géologiques, la qualité des minéraux à des fins d’exploitation minière, les tremblements de terre et l’activité volcanique pour des services privés, et les phénomènes similaires.",http://data.europa.eu/esco/isco/C2114,Géologues et géophysiciens
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,ingénieur d’essais/ingénieure d’essais,released,ingénieur d’essais | ingénieure essais | ingénieur essais/ingénieure essais | ingénieure d’essais | responsable essais | ingénieur essais,Les ingénieurs d’essais/ingénieures d’essais planifient et effectuent des tests de qualité détaillés au cours des différentes phases du processus de conception afin de s’assurer que les systèmes sont correctement installés et qu’ils fonctionnent correctement. Ils/elles analysent les données recueillies lors des essais et rédigent des rapports. Ils/elles sont également responsables de la sécurité des opérations d’essais.,http://data.europa.eu/esco/isco/C2149,"Spécialistes, sciences techniques non classés ailleurs"
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,enseignant-chercheur en théologie/enseignante-chercheuse en théologie,released,enseignant-chercheur en théologie | enseignante-chercheuse en théologie dogmatique | enseignante-chercheuse en didactique du fait religieux islamique et de la construction culturelle de l’arabité | enseignant-chercheur en didactique du fait religieux islamique et de la construction culturelle de l’arabité/enseignante-chercheuse en didactique du fait religieux islamique et de la construction culturelle de l’arabité | enseignant-chercheur en théologie catholique/enseignante-chercheuse en théologie catholique | enseignante-chercheuse en théologie | enseignant-chercheur en théologie catholique | enseignante-chercheuse en théologie protestante | enseignante-chercheuse en théologie pratique | enseignant-chercheur en théologie protestante/enseignante-chercheuse en théologie protestante | enseignant-chercheur en théologique pratique/enseignante-chercheuse en théologique pratique | enseignant-chercheur en théologie pratique | enseignant-chercheur en théologie dogmatique | enseignant-chercheur en didactique du fait religieux islamique et de la construction culturelle de l’arabité | enseignant-chercheur en théologique dogmatique/enseignante-chercheuse en théologique dogmatique | enseignant-chercheur en théologie protestante | enseignante-chercheuse en théologie catholique,"Les enseignants-chercheurs en théologie/enseignantes-chercheuses en théologie sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la théologie, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, la théologie, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
